Index,Color,Talking,Camera X,Camera Y,Camera Z,Combine Gaze X,Combine Gaze Y,Combine Gaze Z,Left Pupil Diameter,Right Pupil Diameter,Left Eye Openness,Right Eye Openness,Total Time,Delta Time
0,Green,False,-0.05215726,-0.08450505,0.995057,-0.01235963,-0.023407,0.9996496,2.543808,2.543808,1,1,1.442135,0.02326083
0,Green,False,-0.05297676,-0.0845672,0.9950085,-0.01312262,-0.02709973,0.9995466,2.546555,2.546555,1,1,1.462665,0.02052963
0,Green,False,-0.05287,-0.08397914,0.9950639,-0.01042185,-0.02966336,0.9995056,2.545242,2.545242,1,1,1.485626,0.02296162
0,Green,False,-0.05278648,-0.08411869,0.9950566,-0.01333619,-0.03225711,0.9993906,2.537369,2.537369,1,1,1.507712,0.02208567
0,Green,False,-0.05232118,-0.08441264,0.9950563,-0.01519796,-0.03384445,0.9993116,2.539398,2.539398,1,1,1.53058,0.02286828
0,Green,False,-0.05162944,-0.08451019,0.9950842,-0.01582337,-0.03208925,0.9993597,2.523819,2.523819,1,1,1.552598,0.02201819
0,Green,False,-0.05101712,-0.08465854,0.9951031,-0.01588445,-0.03100596,0.999393,2.523697,2.523697,1,1,1.574544,0.02194571
0,Green,False,-0.0505523,-0.08516105,0.995084,-0.01730362,-0.03201323,0.9993377,2.513947,2.513947,1,1,1.59758,0.02303612
0,Green,False,-0.05082802,-0.08592001,0.9950047,-0.01730354,-0.03216566,0.9993328,2.505936,2.505936,1,1,1.620417,0.02283669
0,Green,False,-0.05200467,-0.08565767,0.9949664,-0.01739514,-0.03057882,0.999381,2.503006,2.503006,1,1,1.641228,0.02081072
0,Green,False,-0.05362358,-0.0856804,0.9948785,-0.01712055,-0.02905306,0.9994313,2.49379,2.49379,1,1,1.663214,0.02198637
0,Green,False,-0.05545372,-0.08719383,0.9946467,-0.01680016,-0.0296635,0.9994187,2.488968,2.488968,1,1,1.686193,0.02297926
0,Green,False,-0.05724702,-0.08896518,0.9943882,-0.01591505,-0.03083826,0.9993977,2.475998,2.475998,1,1,1.708109,0.02191627
