Index,Color,Camera X,Camera Y,Camera Z,Combine Gaze X,Combine Gaze Y,Combine Gaze Z,Left Pupil Diameter,Right Pupil Diameter,Left Eye Openness,Right Eye Openness,Total Time,Delta Time
2,Blue,-0.03645383,-0.05873691,0.9976076,-0.03771977,-0.08480846,0.9956831,2.878616,2.878616,1,0.1,4.631998,0.02182293
2,Blue,-0.03587676,-0.05890647,0.9976186,-0.02471926,-0.07705695,0.9967202,2.869766,2.869766,1,0.1,4.655272,0.02327442
2,Blue,-0.03612486,-0.05761567,0.9976851,-0.02076734,-0.1071631,0.9940245,2.896744,2.896744,1,0.1,4.676847,0.02157497
2,Blue,-0.03669747,-0.05568641,0.9977737,-0.01409934,-0.06497291,0.9977874,2.882523,2.882523,1,0.1,4.698572,0.0217247
2,Blue,-0.03739255,-0.05421519,0.9978288,-0.01579301,-0.06298893,0.9978893,2.889328,2.889328,1,0.1,4.721051,0.02247858
2,Blue,-0.03775229,-0.05325909,0.9978669,-0.02092013,-0.07856873,0.9966891,2.891739,2.891739,1,0.1,4.741663,0.02061176
2,Blue,-0.03793872,-0.0526122,0.9978941,-0.01927201,-0.06857356,0.9974599,2.887436,2.887436,1,0.1,4.766028,0.02436543
2,Blue,-0.03841383,-0.0523474,0.9978898,-0.01826499,-0.06515581,0.997708,2.884384,2.884384,1,0.1,4.787869,0.02184105
2,Blue,-0.03899946,-0.05261249,0.9978532,-0.01925671,-0.06726116,0.9975496,2.888779,2.888779,1,0.1,4.809905,0.0220356
2,Blue,-0.03892262,-0.05313512,0.9978285,-0.01637284,-0.06774966,0.997568,2.888123,2.888123,1,0.1,4.83257,0.02266502
2,Blue,-0.03835557,-0.05272213,0.9978724,-0.01565568,-0.06608651,0.9976911,2.91951,2.91951,1,0.1,4.854459,0.02188921
2,Blue,-0.03778163,-0.05221133,0.9979211,-0.01480114,-0.06422473,0.9978257,2.923859,2.923859,1,0.1,4.8759,0.02144098
2,Blue,-0.03726814,-0.05181186,0.9979612,-0.0144044,-0.0659642,0.997718,2.939835,2.939835,1,0.1,4.89817,0.02227068
2,Blue,-0.03703327,-0.05130535,0.9979962,-0.0138245,-0.06706257,0.997653,2.950806,2.950806,1,0.1,4.920863,0.0226922
2,Blue,-0.03664598,-0.05127933,0.9980118,-0.007461566,-0.06486527,0.9978662,2.944504,2.944504,1,0.1,4.942247,0.02138424
2,Blue,-0.03668877,-0.0514999,0.9979988,-0.006591831,-0.06420931,0.9979147,2.966217,2.966217,1,0.1,4.96589,0.02364302
2,Blue,-0.03708607,-0.0521514,0.9979504,-0.006073027,-0.06497224,0.9978686,2.955185,2.955185,1,0.1,4.9853,0.01941013
2,Blue,-0.03768916,-0.05262408,0.9979029,0.005966253,-0.06831436,0.997646,2.931076,2.931076,1,0.1,5.008255,0.02295494
2,Blue,-0.03803753,-0.05244378,0.9978992,0.005935729,-0.07095409,0.997462,2.929962,2.929962,1,0.1,5.031846,0.02359104
2,Blue,-0.03820439,-0.05254235,0.9978876,0.0033112,-0.07000823,0.9975409,2.942123,2.942123,1,0.1,5.053767,0.02192116
2,Blue,-0.03825098,-0.05256613,0.9978846,0.001571663,-0.0666202,0.9977772,3.007111,3.007111,1,0.1,5.075174,0.02140665
2,Blue,-0.03797154,-0.05272171,0.997887,-0.0165101,-0.06040988,0.9980371,3.019577,3.019577,1,0.1,5.098996,0.02382183
2,Blue,-0.03770522,-0.05317356,0.9978732,-0.01751715,-0.05990621,0.9980503,3.093536,3.093536,1,0.1,5.120862,0.0218668
2,Blue,-0.03764115,-0.05403579,0.9978293,0.004089411,-0.06112755,0.9981216,2.972107,2.972107,1,0.754716,5.141006,0.02014303
2,Blue,-0.03747773,-0.05498453,0.9977836,0.0005035467,-0.05899126,0.9982584,2.944122,2.944122,1,1,5.165099,0.02409315
2,Blue,-0.03751989,-0.05546916,0.9977552,0.002761853,-0.06034879,0.9981735,2.963257,2.963257,1,1,5.186024,0.02092505
2,Blue,-0.03753489,-0.05577572,0.9977375,0.007614196,-0.06523184,0.9978411,2.951508,2.951508,1,1,5.208127,0.02210331
2,Blue,-0.03717694,-0.05573966,0.9977529,0.006790259,-0.06498812,0.9978629,2.967239,2.967239,1,1,5.232855,0.02472782
2,Blue,-0.03732335,-0.05587659,0.9977398,0.007049606,-0.06437725,0.9979007,2.967896,2.967896,1,1,5.254385,0.02153015
2,Blue,-0.03706335,-0.05597575,0.997744,0.007156437,-0.0640875,0.9979187,2.968002,2.968002,1,1,5.275856,0.0214715
2,Blue,-0.03693335,-0.05607354,0.9977433,0.00759897,-0.06469806,0.997876,2.986084,2.986084,1,1,5.29662,0.0207634
2,Blue,-0.03698093,-0.05639406,0.9977235,0.006973367,-0.06449983,0.9978933,2.989517,2.989517,1,1,5.320491,0.02387142
2,Blue,-0.03711126,-0.05675274,0.9976983,0.00743111,-0.06567454,0.9978135,2.993591,2.993591,1,1,5.342761,0.02226925
2,Blue,-0.03693671,-0.05723144,0.9976774,0.008117742,-0.06469779,0.9978719,3.00238,3.00238,1,1,5.36504,0.02227926
2,Blue,-0.03703878,-0.05715938,0.9976778,0.01701376,-0.06709374,0.9976016,3.045029,3.045029,1,1,5.387535,0.02249479
2,Blue,-0.03677122,-0.05718285,0.9976863,0.0167084,-0.06800853,0.9975448,3.045013,3.045013,1,1,5.409362,0.0218277
2,Blue,-0.03636892,-0.05689072,0.9977178,0.01754775,-0.06747491,0.9975666,3.046844,3.046844,1,1,5.43223,0.02286768
2,Blue,-0.03648182,-0.05628012,0.9977483,0.01705959,-0.06771954,0.9975585,3.045105,3.045105,1,1,5.453508,0.02127838
2,Blue,-0.03672958,-0.05633515,0.9977361,0.01612866,-0.0676122,0.9975813,3.025589,3.025589,1,1,5.475607,0.02209854
2,Blue,-0.03714839,-0.05665212,0.9977027,0.01594565,-0.06779569,0.9975718,3.031372,3.031372,1,1,5.499798,0.02419138
2,Blue,-0.03693368,-0.05704931,0.9976879,0.01457229,-0.06881782,0.9975228,3.03241,3.03241,1,1,5.520754,0.02095556
2,Blue,-0.03670897,-0.05698507,0.9977,0.001846318,-0.05596938,0.9984308,3.081009,3.081009,1,1,5.542521,0.02176666
2,Blue,-0.03647552,-0.05701147,0.997707,0.0009460563,-0.05743477,0.9983488,3.075302,3.075302,1,1,5.563505,0.02098465
2,Blue,-0.03589798,-0.05683447,0.9977381,0.000503546,-0.05770942,0.9983333,3.083725,3.083725,1,0,5.588123,0.02461767
2,Blue,-0.03588527,-0.05679106,0.997741,3.05E-05,-0.05735788,0.9983537,3.101257,3.101257,1,1,5.609455,0.02133226
2,Blue,-0.03587628,-0.05710692,0.9977233,0.0001678483,-0.057221,0.9983615,3.081696,3.081696,1,1,5.631752,0.02229643
2,Blue,-0.03609006,-0.05740613,0.9976984,0.001174937,-0.05853324,0.9982848,3.067505,3.067505,1,1,5.652436,0.02068424
2,Blue,-0.03625365,-0.05763997,0.9976789,0.001510635,-0.06422485,0.9979343,3.067886,3.067886,1,1,5.675757,0.02332115
2,Blue,-0.03639134,-0.05746311,0.9976841,0.001953139,-0.06448411,0.9979168,3.073944,3.073944,1,1,5.696983,0.02122593
2,Blue,-0.03662984,-0.05685768,0.9977101,0.001724258,-0.06587276,0.9978266,3.067673,3.067673,1,1,5.719755,0.02277231
2,Blue,-0.03667424,-0.05698385,0.9977013,0.002456683,-0.06517076,0.9978711,3.067749,3.067749,1,1,5.741956,0.02220058
2,Blue,-0.03677904,-0.05697252,0.9976981,0.002288852,-0.06599522,0.9978173,3.049469,3.049469,1,1,5.763956,0.02200031
2,Blue,-0.03687002,-0.05709917,0.9976875,0.002456682,-0.06564376,0.9978401,3.041779,3.041779,1,1,5.787213,0.02325678
2,Blue,-0.03687343,-0.0575771,0.9976599,0.003051764,-0.06546034,0.9978505,3.039597,3.039597,1,1,5.808705,0.02149248
2,Blue,-0.0367403,-0.05797414,0.9976418,0.00300599,-0.06521625,0.9978666,3.037979,3.037979,1,1,5.832143,0.02343798
2,Blue,-0.03681953,-0.05824567,0.997623,0.003143339,-0.06440794,0.9979187,3.037354,3.037354,1,1,5.854089,0.02194548
2,Blue,-0.03674677,-0.0580734,0.9976357,0.003234912,-0.0670939,0.9977414,3.035873,3.035873,1,1,5.874835,0.02074671
2,Blue,-0.03670226,-0.05791628,0.9976466,0.003250131,-0.06727618,0.9977291,3.03569,3.03569,1,1,5.897227,0.0223918
2,Blue,-0.03685888,-0.05770953,0.9976528,0.007156473,-0.06793309,0.9976642,3.033737,3.033737,1,1,5.920641,0.02341366
2,Blue,-0.03705758,-0.05762678,0.9976502,0.01257334,-0.07635555,0.9970014,2.989182,2.989182,1,1,5.943193,0.02255201
2,Blue,-0.03768111,-0.05776924,0.9976186,0.01103221,-0.07637094,0.9970185,3.000412,3.000412,1,1,5.964046,0.02085352
2,Blue,-0.03810181,-0.05781308,0.9976001,0.01152051,-0.07647787,0.9970047,3.00061,3.00061,1,1,5.987396,0.02334929
3,Yellow,-0.03828404,-0.05774416,0.997597,0.003006009,-0.06764283,0.9977051,3.008011,3.008011,1,1,6.008826,0.02143049
3,Yellow,-0.03802964,-0.0576019,0.997615,0.002822899,-0.06698664,0.9977499,3.004623,3.004623,1,1,6.069404,0.06057739
3,Yellow,-0.03797455,-0.0575183,0.997622,0.003509532,-0.06680318,0.99776,2.963715,2.963715,1,1,6.088698,0.01929474
3,Yellow,-0.0375814,-0.05732808,0.9976478,0.00350955,-0.06626946,0.9977956,2.963806,2.963806,1,1,6.120207,0.03150845
3,Yellow,-0.03749473,-0.05693234,0.9976737,0.003250161,-0.06668171,0.9977691,2.971786,2.971786,1,1,6.144331,0.02412462
3,Yellow,-0.03794086,-0.05642407,0.9976857,0.003189123,-0.06646803,0.9977835,2.97142,2.97142,1,1,6.165495,0.02116346
3,Yellow,-0.03838342,-0.05649418,0.9976649,0.002426182,-0.0673685,0.9977252,2.985977,2.985977,1,1,6.187607,0.02211189
3,Yellow,-0.03820875,-0.05675831,0.9976566,0.002075197,-0.06712347,0.9977425,2.986237,2.986237,1,1,6.208563,0.02095604
3,Yellow,-0.03780595,-0.0565548,0.9976834,0.00164795,-0.06803899,0.9976813,2.995438,2.995438,1,1,6.231048,0.02248478
3,Yellow,-0.03734755,-0.05675032,0.9976896,0.00219728,-0.06749006,0.9977176,3.013306,3.013306,1,1,6.254148,0.02310038
3,Yellow,-0.03708952,-0.05640051,0.9977191,0.00280762,-0.06709297,0.9977428,3.013687,3.013687,1,1,6.275685,0.02153683
3,Yellow,-0.03702886,-0.05635324,0.997724,0.003479008,-0.0666047,0.9977734,3.026718,3.026718,1,1,6.29703,0.02134562
3,Yellow,-0.03789524,-0.05673954,0.9976696,0.003006017,-0.06623919,0.9977993,3.010056,3.010056,1,1,6.328028,0.03099775
3,Yellow,-0.03890101,-0.057246,0.9976019,0.003417994,-0.06628467,0.9977949,3.010071,3.010071,1,1,6.38092,0.05289221
3,Yellow,-0.03893156,-0.05667758,0.9976332,0.003555306,-0.06927505,0.9975913,3.009735,3.009735,1,1,6.418398,0.03747797
3,Yellow,-0.03859865,-0.05650072,0.9976561,0.002746605,-0.06944332,0.9975821,3.020233,3.020233,1,1,6.45216,0.0337615
3,Yellow,-0.03832447,-0.05668107,0.9976565,0.003921558,-0.06976406,0.9975558,2.997177,2.997177,1,1,6.474957,0.02279711
3,Yellow,-0.03804526,-0.05740014,0.9976261,0.003616382,-0.07084752,0.9974806,2.933472,2.933472,1,1,6.496342,0.02138472
3,Yellow,-0.0376312,-0.05811002,0.9976007,0.004043587,-0.06947339,0.9975756,2.912857,2.912857,1,1,6.531495,0.03515291
3,Yellow,-0.03646322,-0.05790612,0.9976559,0.004608207,-0.06951983,0.99757,2.892227,2.892227,1,1,6.563269,0.03177452
3,Yellow,-0.03555785,-0.05599044,0.9977979,0.002853417,-0.06900081,0.9976125,2.867645,2.867645,1,1,6.596684,0.03341436
3,Yellow,-0.03551987,-0.05646328,0.9977726,0.002838144,-0.06994653,0.9975467,2.841629,2.841629,1,1,6.631853,0.03516912
3,Yellow,-0.03481927,-0.05979154,0.9976034,0.008758555,-0.0686036,0.9976056,2.795929,2.795929,1,1,6.663602,0.03174973
3,Yellow,-0.03518527,-0.05721384,0.9977417,0.0008392385,-0.06930584,0.9975951,2.773666,2.773666,1,0.7931669,6.697534,0.03393173
3,Yellow,-0.03623389,-0.05250268,0.9979632,-0.0001373304,-0.06680359,0.9977661,2.719086,2.719086,1,1,6.731084,0.03355026
3,Yellow,-0.03784516,-0.05320526,0.9978662,-0.002227811,-0.07005399,0.9975407,2.697769,2.697769,1,0.7105218,6.764254,0.03316975
3,Yellow,-0.03901261,-0.05447542,0.9977527,-0.0002441408,-0.06390385,0.997956,2.684509,2.684509,1,0,6.798522,0.03426838
3,Yellow,-0.03903615,-0.05451379,0.9977497,0.003448531,-0.06167682,0.9980903,2.709351,2.709351,1,1,6.830167,0.03164482
3,Yellow,-0.0391752,-0.05493214,0.9977213,0.0023041,-0.06227172,0.9980566,2.700592,2.700592,1,0,6.863205,0.03303814
3,Yellow,-0.03872418,-0.05559732,0.9977021,0.001861601,-0.06045626,0.9981691,2.686798,2.686798,1,0,6.896794,0.03358841
3,Yellow,-0.03759728,-0.05629702,0.9977059,0.0009002695,-0.0594483,0.998231,2.688705,2.688705,1,0.6862818,6.929677,0.03288364
3,Yellow,-0.03632017,-0.05735387,0.9976931,0.001968407,-0.06025768,0.9981809,2.688461,2.688461,1,0.7512769,6.964408,0.03473091
3,Yellow,-0.03527207,-0.05838849,0.9976706,-0.0188752,-0.06149318,0.997929,2.622238,2.622238,1,0.3452545,6.998452,0.03404379
3,Yellow,-0.03474854,-0.0590697,0.997649,-0.03408818,-0.0496369,0.9981855,2.555466,2.555466,1,0.3952979,7.030486,0.03203392
3,Yellow,-0.03586972,-0.05925013,0.9975985,-0.02574182,-0.0444035,0.998682,2.554993,2.554993,1,1,7.064909,0.0344224
3,Yellow,-0.03652688,-0.05922555,0.9975761,-0.03047187,-0.04826367,0.9983697,2.55513,2.55513,1,1,7.097765,0.03285694
3,Yellow,-0.03672851,-0.0593617,0.9975606,-0.03060945,-0.04832509,0.9983625,2.554764,2.554764,1,1,7.131146,0.03338099
3,Yellow,-0.03629323,-0.05932653,0.9975787,-0.03134186,-0.04786729,0.9983619,2.559799,2.559799,1,1,7.16441,0.03326368
3,Yellow,-0.03569609,-0.05981169,0.9975712,-0.03263897,-0.04945438,0.998243,2.557434,2.557434,1,1,7.197647,0.0332365
3,Yellow,-0.03554029,-0.06039956,0.9975414,-0.03422588,-0.051438,0.9980896,2.531494,2.531494,1,1,7.231045,0.03339815
3,Yellow,-0.03578432,-0.06046443,0.9975287,-0.03396621,-0.05146811,0.9980969,2.556,2.556,1,1,7.263102,0.03205681
3,Yellow,-0.03573059,-0.06016935,0.9975485,-0.0001373297,-0.05052209,0.9987229,2.620056,2.620056,1,1,7.285189,0.0220871
3,Yellow,-0.03565538,-0.05960552,0.997585,0.002136256,-0.06175305,0.9980892,2.637894,2.637894,1,0.4837335,7.308979,0.02379036
3,Yellow,-0.03594578,-0.05925552,0.9975954,0.0002288849,-0.06102071,0.9981365,2.589493,2.589493,1,0,7.329932,0.02095318
3,Yellow,-0.03644412,-0.05908584,0.9975874,0.0008544984,-0.06210372,0.9980693,2.588943,2.588943,1,0,7.352315,0.02238321
3,Yellow,-0.03644232,-0.05948755,0.9975636,0.004333554,-0.05960163,0.9982129,2.579346,2.579346,1,0,7.37369,0.0213747
3,Yellow,-0.03645186,-0.0594311,0.9975666,0.004348794,-0.05941826,0.9982237,2.587418,2.587418,1,0,7.396855,0.02316475
3,Yellow,-0.0364368,-0.05936249,0.9975712,0.005233812,-0.05960137,0.9982086,2.568298,2.568298,1,0.1,7.418841,0.02198648
3,Yellow,-0.03657287,-0.05877363,0.9976012,0.006256191,-0.05967795,0.9981981,2.568451,2.568451,1,0.1,7.44216,0.02331829
3,Yellow,-0.03651323,-0.05849675,0.9976196,0.006729191,-0.05995236,0.9981786,2.561539,2.561539,1,0.1,7.465289,0.02312946
3,Yellow,-0.03666784,-0.05855773,0.9976103,0.006607073,-0.06083696,0.9981259,2.561539,2.561539,1,0.1,7.487046,0.02175665
3,Yellow,-0.03665896,-0.05877175,0.9975981,0.007598893,-0.06147779,0.9980795,2.561005,2.561005,1,0.1,7.507655,0.02060938
3,Yellow,-0.03646557,-0.05899902,0.9975918,0.006988551,-0.06152367,0.9980811,2.560944,2.560944,1,0.1,7.530647,0.02299166
3,Yellow,-0.03610257,-0.05868569,0.9976235,0.006927534,-0.06173745,0.9980684,2.564163,2.564163,1,0.1,7.553015,0.02236843
3,Yellow,-0.03603243,-0.05817826,0.9976557,0.006668124,-0.06153901,0.9980824,2.569244,2.569244,1,0.1,7.574957,0.02194166
3,Yellow,-0.03591157,-0.05791049,0.9976757,0.006759686,-0.06150856,0.9980837,2.573578,2.573578,1,0.1,7.598048,0.02309132
3,Yellow,-0.03632921,-0.05783971,0.9976646,0.007095443,-0.06108184,0.9981076,2.58905,2.58905,1,0.1,7.618544,0.02049541
3,Yellow,-0.03673762,-0.05818056,0.9976299,0.007003858,-0.06091373,0.9981185,2.582733,2.582733,1,0.1,7.641564,0.02302027
3,Yellow,-0.03682303,-0.05825712,0.9976223,0.006530795,-0.06030304,0.9981588,2.574127,2.574127,1,0.1,7.663385,0.0218215
3,Yellow,-0.03649027,-0.05819025,0.9976383,0.007171731,-0.05983054,0.9981828,2.59407,2.59407,1,0.1,7.685519,0.02213335
3,Yellow,-0.03641317,-0.05829218,0.9976352,0.007644713,-0.0603795,0.9981462,2.593948,2.593948,1,0.1,7.708288,0.02276897
3,Yellow,-0.03599294,-0.05821682,0.9976549,0.007888859,-0.06059315,0.9981314,2.593369,2.593369,1,0.1,7.730265,0.02197695
3,Yellow,-0.03574108,-0.05822503,0.9976634,0.007049587,-0.0589907,0.9982337,2.595612,2.595612,1,0.1,7.752919,0.02265406
3,Yellow,-0.03570595,-0.05809044,0.9976726,0.007171683,-0.05865521,0.9982526,2.595825,2.595825,1,0.1,7.774085,0.02116585
3,Yellow,-0.03604564,-0.05833692,0.997646,0.006286663,-0.05954019,0.9982061,2.578491,2.578491,1,0.1,7.797427,0.02334213
3,Yellow,-0.03640921,-0.05864403,0.9976148,0.00614938,-0.05993738,0.9981833,2.578522,2.578522,1,0.1,7.82037,0.02294302
3,Yellow,-0.03662501,-0.05852211,0.997614,0.00543218,-0.06059322,0.9981478,2.578979,2.578979,1,0.1,7.84187,0.02150011
3,Yellow,-0.0367303,-0.05806867,0.9976367,0.005294881,-0.06175327,0.9980775,2.599472,2.599472,1,0.1,7.863543,0.0216732
3,Yellow,-0.03672544,-0.05808422,0.9976359,0.006591803,-0.06185919,0.9980631,2.580658,2.580658,1,0.1,7.886072,0.02252913
3,Yellow,-0.03703815,-0.05818206,0.9976187,0.007247964,-0.06121859,0.9980981,2.584824,2.584824,1,0.1,7.908178,0.02210617
3,Yellow,-0.03665881,-0.05856736,0.9976101,0.0073853,-0.06118813,0.998099,2.614655,2.614655,1,0.1,7.93065,0.0224719
3,Yellow,-0.03654478,-0.05887974,0.997596,0.00675975,-0.06330971,0.997971,2.585129,2.585129,1,0.1,7.952251,0.02160072
3,Yellow,-0.03642976,-0.05942282,0.997568,0.008880653,-0.06225613,0.9980207,2.585083,2.585083,1,0.1,7.973478,0.02122688
3,Yellow,-0.0363966,-0.0593929,0.9975709,0.007339509,-0.06294277,0.9979901,2.60289,2.60289,1,0.1,7.997753,0.02427483
4,Red,-0.03667801,-0.05927878,0.9975674,0.007568464,-0.06324855,0.9979692,2.63739,2.63739,1,0.1,8.020575,0.0228219
4,Red,-0.0372499,-0.05837632,0.9975994,0.007797256,-0.06268322,0.998003,2.630722,2.630722,1,0.1,8.075719,0.05514431
4,Red,-0.03726385,-0.05854604,0.997589,0.01031497,-0.06156937,0.9980495,2.637375,2.637375,1,0.1,8.099915,0.02419567
4,Red,-0.03721645,-0.05819354,0.9976113,0.009567382,-0.06128007,0.9980748,2.644592,2.644592,1,0.1,8.12884,0.0289259
4,Red,-0.03700698,-0.0583272,0.9976114,0.01020826,-0.06167679,0.998044,2.680527,2.680527,1,0.1,8.153355,0.0245142
4,Red,-0.03666484,-0.05803976,0.9976407,0.009490982,-0.06245432,0.9980027,2.671844,2.671844,1,0.1,8.174954,0.02159977
4,Red,-0.03659263,-0.05795998,0.997648,0.009185849,-0.06217996,0.9980227,2.685867,2.685867,1,0.1,8.196609,0.02165413
4,Red,-0.03667708,-0.0576233,0.9976645,0.008911255,-0.0642709,0.9978927,2.665634,2.665634,1,0.1,8.219269,0.02266026
4,Red,-0.03674697,-0.05737638,0.9976761,0.00863652,-0.06443821,0.9978843,2.670502,2.670502,1,0.1,8.241484,0.02221489
4,Red,-0.03698193,-0.05731623,0.9976709,0.008865486,-0.06449984,0.9978783,2.674713,2.674713,1,0.1,8.26316,0.02167606
4,Red,-0.03731674,-0.05722408,0.9976637,0.008377156,-0.06626956,0.9977666,2.673737,2.673737,1,0.1,8.285129,0.02196884
4,Red,-0.03734916,-0.05682045,0.9976856,0.008819622,-0.06605561,0.997777,2.6754,2.6754,1,0.1,8.306956,0.0218277
4,Red,-0.03708467,-0.05654712,0.9977109,0.009002705,-0.06675735,0.9977286,2.674515,2.674515,1,0.1,8.330588,0.02363205
4,Red,-0.03690395,-0.05627654,0.997733,0.008178772,-0.0676885,0.997673,2.69191,2.69191,1,0.1,8.35118,0.02059174
4,Red,-0.03714946,-0.05590601,0.9977447,0.008361923,-0.0680398,0.9976475,2.693008,2.693008,1,0.1,8.374125,0.02294445
4,Red,-0.03723839,-0.05635372,0.9977162,0.0083466,-0.06837499,0.9976248,2.695313,2.695313,1,0.1,8.397359,0.02323437
4,Red,-0.03730908,-0.05687877,0.9976837,0.008331407,-0.06803982,0.9976478,2.729111,2.729111,1,0.1,8.41825,0.02089119
4,Red,-0.03705586,-0.05745103,0.9976604,0.007202165,-0.06810013,0.9976525,2.729294,2.729294,1,0.1,8.441118,0.02286816
4,Red,-0.03659886,-0.05741423,0.9976794,0.007293713,-0.06810009,0.9976518,2.741486,2.741486,1,0.1,8.46257,0.02145195
4,Red,-0.03647029,-0.05729922,0.9976907,0.007446303,-0.06852735,0.9976215,2.742111,2.742111,1,0.1,8.48522,0.02264977
4,Red,-0.03608027,-0.05753417,0.9976914,0.006820694,-0.06968705,0.9975456,2.742371,2.742371,1,0.1,8.507983,0.02276325
4,Red,-0.03590741,-0.05794563,0.9976737,0.007186981,-0.06861965,0.997617,2.743637,2.743637,1,0.1,8.52994,0.02195644
4,Red,-0.03562851,-0.05858198,0.9976466,0.006240852,-0.06776436,0.9976819,2.750122,2.750122,1,0.1,8.551627,0.02168751
4,Red,-0.03553793,-0.05910919,0.9976188,0.005432185,-0.06747506,0.9977062,2.760071,2.760071,1,0.1,8.574353,0.02272606
4,Red,-0.03525719,-0.0596825,0.9975946,0.004547188,-0.06791791,0.9976805,2.770813,2.770813,1,0.1,8.599261,0.02490807
4,Red,-0.03495697,-0.06036393,0.9975641,-0.004150403,-0.08041406,0.9967529,2.737,2.737,1,0.1,8.622462,0.02320099
4,Red,-0.03476618,-0.06061741,0.9975554,0.01181037,-0.06739848,0.9976562,2.721573,2.721573,1,0.1,8.643789,0.02132702
4,Red,-0.03521917,-0.06114501,0.9975073,0.005645829,-0.06785677,0.9976791,2.6633,2.6633,1,0.1,8.665519,0.02172947
4,Red,-0.03568178,-0.06133843,0.9974791,0.005508443,-0.06289697,0.9980049,2.681137,2.681137,1,0.1,8.686657,0.02113819
4,Red,-0.03600513,-0.06242826,0.9973998,0.009674205,-0.0523994,0.9985794,2.680313,2.680313,1,0.1,8.70728,0.02062321
4,Red,-0.036862,-0.06425254,0.9972526,0.01805121,-0.05033892,0.9985691,2.67984,2.67984,1,0.1,8.728962,0.02168179
4,Red,-0.0372761,-0.06665471,0.9970796,0.01998919,-0.04917952,0.9985899,2.677017,2.677017,1,0.1,8.751806,0.02284431
4,Red,-0.03733113,-0.06800082,0.9969866,0.02001964,-0.05046109,0.9985254,2.679214,2.679214,1,0.1,8.774255,0.02244854
4,Red,-0.03758198,-0.06813226,0.9969682,0.02018765,-0.05023262,0.9985335,2.683075,2.683075,1,0.1,8.796606,0.02235126
4,Red,-0.03809368,-0.0690381,0.9968865,0.01182572,-0.05078191,0.9986398,2.68251,2.68251,1,0.1,8.817611,0.02100468
4,Red,-0.0388695,-0.07163045,0.9966736,0.01300052,-0.04823316,0.9987515,2.674423,2.674423,1,0.1,8.840528,0.02291775
4,Red,-0.03942743,-0.07417101,0.9964658,0.01377877,-0.0446475,0.9989078,2.659927,2.659927,1,0.1,8.862885,0.02235699
4,Red,-0.04005777,-0.07702546,0.996224,0.02365142,-0.04902712,0.9985174,2.660477,2.660477,1,0.1,8.884518,0.02163219
4,Red,-0.04003611,-0.07870969,0.9960933,0.02894627,-0.04644831,0.9985012,2.651016,2.651016,1,0.1,8.907594,0.02307606
4,Red,-0.03949462,-0.08001307,0.9960111,0.0418551,-0.03456136,0.9985257,2.659882,2.659882,1,0.1,8.929774,0.02218056
4,Red,-0.03909515,-0.08072016,0.9959698,0.04361026,-0.03204393,0.9985346,2.661057,2.661057,1,0.1,8.951202,0.02142811
4,Red,-0.03864056,-0.08140643,0.9959317,0.04521212,-0.02243058,0.9987256,2.674072,2.674072,1,0.1,8.973754,0.02255154
4,Red,-0.03844864,-0.08210078,0.9958822,0.04519706,-0.02011132,0.9987757,2.658752,2.658752,1,0.1,8.995282,0.02152824
4,Red,-0.03828223,-0.08316054,0.9958006,0.02705389,-0.03739938,0.9989341,2.7258,2.7258,1,0.1,9.01842,0.02313805
4,Red,-0.03823746,-0.08411682,0.995722,0.01748665,-0.03157058,0.9993485,2.726196,2.726196,1,0.1,9.04054,0.02211952
4,Red,-0.03794247,-0.08463864,0.995689,0.01655583,-0.03164682,0.999362,2.710556,2.710556,1,0.1,9.062637,0.02209759
4,Red,-0.03762994,-0.08486073,0.995682,0.01776125,-0.02250673,0.9995889,2.725845,2.725845,1,0.1,9.084821,0.02218342
4,Red,-0.0371079,-0.08435016,0.995745,0.007888842,-0.02178968,0.9997315,2.736099,2.736099,1,0.1,9.106824,0.02200317
4,Red,-0.03690993,-0.08394607,0.9957865,0.00550847,-0.02240009,0.9997339,2.761917,2.761917,1,0.1,9.129333,0.02250957
4,Red,-0.03676453,-0.08363863,0.9958177,-0.0134278,-0.02577222,0.9995776,2.770355,2.770355,1,0.1,9.151851,0.0225172
4,Red,-0.03661269,-0.08369238,0.9958188,-0.0166932,-0.02845778,0.9994556,2.765198,2.765198,1,0.1,9.173902,0.02205086
4,Red,-0.03643838,-0.08359364,0.9958335,-0.01544196,-0.0275575,0.9995009,2.759415,2.759415,1,0.1,9.196361,0.02245903
4,Red,-0.03609822,-0.08355413,0.9958492,-0.01560976,-0.02865605,0.9994674,2.769455,2.769455,1,0.1,9.218319,0.02195835
4,Red,-0.03599605,-0.08328261,0.9958756,-0.01525899,-0.03291364,0.9993417,2.763809,2.763809,1,0.1,9.23954,0.02122116
4,Red,-0.0356217,-0.08304143,0.9959092,-0.01651006,-0.03398144,0.9992861,2.744781,2.744781,1,0.1,9.262532,0.02299213
4,Red,-0.03524733,-0.08277217,0.9959449,-0.01797491,-0.03546153,0.9992094,2.74028,2.74028,1,0.1,9.284729,0.02219677
4,Red,-0.03493873,-0.08270083,0.9959618,-0.0185397,-0.03526358,0.9992061,2.742599,2.742599,1,0.1,9.30762,0.02289104
4,Red,-0.03492773,-0.08267072,0.9959646,-0.01805127,-0.03399681,0.9992589,2.743851,2.743851,1,0.1,9.330025,0.02240467
