Index,Color,Talking,Camera X,Camera Y,Camera Z,Combine Gaze X,Combine Gaze Y,Combine Gaze Z,Left Pupil Diameter,Right Pupil Diameter,Left Eye Openness,Right Eye Openness,Total Time,Delta Time
2,Red,FALSE,-0.1078405,-0.1208135,0.9868002,0.06611667,0.002868667,0.9978078,3.081161,3.081161,1,1,4.286245,0.02085495
2,Red,FALSE,-0.1079753,-0.1207249,0.9867962,0.0655214,0.000701906,0.9978509,3.080383,3.080383,1,1,4.308129,0.02188444
2,Red,FALSE,-0.1081509,-0.1208543,0.9867612,0.06710842,-9.16E-05,0.9977457,3.067917,3.067917,1,1,4.324119,0.0159893
2,Red,FALSE,-0.1081981,-0.120907,0.9867495,0.06846691,-0.003982586,0.9976454,3.07106,3.07106,1,1,4.341898,0.01777935
2,Red,FALSE,-0.1081265,-0.1208535,0.986764,0.06916822,-0.00529481,0.997591,3.07811,3.07811,1,1,4.365834,0.02393627
2,Red,FALSE,-0.1079202,-0.1207881,0.9867945,0.07019109,-0.004776046,0.9975222,3.077881,3.077881,1,1,4.383651,0.01781702
2,Red,FALSE,-0.1078938,-0.1207489,0.9868022,0.07057286,-0.004638735,0.9974958,3.080399,3.080399,1,1,4.404639,0.02098799
2,Red,FALSE,-0.1077861,-0.12041,0.9868553,0.07080179,-0.004287781,0.9974812,3.053528,3.053528,1,1,4.420617,0.01597786
2,Red,FALSE,-0.107656,-0.1202869,0.9868846,0.07055769,-0.004592963,0.9974971,3.054047,3.054047,1,1,4.442379,0.02176237
2,Red,FALSE,-0.1075598,-0.1201831,0.9869078,0.07011479,-0.005783135,0.9975222,3.038437,3.038437,1,1,4.46454,0.02216005
2,Red,FALSE,-0.10744,-0.120191,0.9869199,0.0704048,0.004547168,0.9975082,3.05394,3.05394,1,1,4.487296,0.02275658
2,Red,FALSE,-0.1076203,-0.1203182,0.9868847,0.07032853,-0.0005950993,0.9975237,3.060165,3.060165,1,1,4.509271,0.02197456
2,Red,FALSE,-0.1077243,-0.1199657,0.9869162,0.06973313,-0.0009613101,0.9975652,3.060516,3.060516,1,1,4.531843,0.02257252
2,Red,FALSE,-0.1079696,-0.1192891,0.9869714,0.07096907,0.003250142,0.9974732,3.062332,3.062332,1,1,4.553078,0.02123451
2,Red,FALSE,-0.1079791,-0.1189802,0.9870077,0.07080089,0.003631597,0.9974838,3.062119,3.062119,1,1,4.574155,0.02107716
2,Red,FALSE,-0.1082193,-0.1184035,0.9870508,0.07133566,0.002960239,0.997448,3.058731,3.058731,1,1,4.590976,0.01682138
2,Red,FALSE,-0.1084652,-0.1177711,0.9870994,0.07119813,0.001892106,0.9974604,3.058121,3.058121,1,1,4.608936,0.01795959
2,Red,FALSE,-0.1084839,-0.1176984,0.9871061,0.07185411,0.002227798,0.9974127,3.057556,3.057556,1,1,4.631981,0.02304554
2,Red,FALSE,-0.108532,-0.1176573,0.9871057,0.07281517,0.005004899,0.9973329,3.051102,3.051102,1,1,4.651875,0.01989365
2,Red,FALSE,-0.1085751,-0.1178746,0.987075,0.06337068,-0.01272602,0.9979089,2.955063,2.955063,0.7329991,0.8982307,4.668696,0.01682091
2,Red,FALSE,-0.1084069,-0.1179834,0.9870805,0,0,1,-1,-1,0.5166851,0.6995288,4.686675,0.01797915
2,Red,FALSE,-0.1080425,-0.1180748,0.9871095,0,0,1,-1,-1,0.1681752,0.4102759,4.708153,0.0214777
2,Red,FALSE,-0.1078016,-0.1181757,0.9871237,0.148852,-0.5195097,0.8413993,-1,-1,0.2279782,0.4917965,4.730605,0.02245235
2,Red,FALSE,-0.1073748,-0.1181292,0.9871758,0.06271397,-0.03152483,0.9975336,2.432999,2.432999,0.3388951,0.5897294,4.753602,0.02299643
2,Red,FALSE,-0.1069511,-0.1175243,0.987294,0.08992103,0.004898125,0.9959368,2.796066,2.796066,0.4549489,0.7161969,4.775556,0.02195406
2,Red,FALSE,-0.107017,-0.1171186,0.9873351,0.05690016,0.02447516,0.9980798,2.845505,2.845505,0.6541802,0.8690336,4.797598,0.02204227
2,Red,FALSE,-0.107036,-0.1170801,0.9873376,-0.0001983651,-0.004699727,0.9999889,2.760498,2.760498,0.7332424,0.9066583,4.819407,0.02180958
2,Red,FALSE,-0.1068425,-0.1173521,0.9873263,0.06430098,0.02201859,0.9976876,2.825821,2.825821,0.7686867,0.963563,4.84238,0.02297258
2,Red,FALSE,-0.1065745,-0.1174361,0.9873453,0.06939724,0.03009045,0.9971352,2.781754,2.781754,1,1,4.864183,0.0218029
2,Red,FALSE,-0.1065583,-0.1174586,0.9873444,0.06335516,0.02568081,0.9976606,2.783844,2.783844,1,1,4.886131,0.02194834
2,Red,FALSE,-0.1067029,-0.1181589,0.9872452,0.06111192,0.01460277,0.9980241,2.777237,2.777237,1,1,4.908083,0.02195168
2,Red,FALSE,-0.1067694,-0.1182517,0.9872268,0.06039446,0.01760869,0.9980193,2.782547,2.782547,1,1,4.931108,0.02302504
2,Red,FALSE,-0.1062602,-0.1182016,0.9872878,0.05978473,0.02058438,0.9979991,2.769928,2.769928,1,1,4.953142,0.02203417
2,Red,FALSE,-0.1054312,-0.1172975,0.9874845,0.05847177,0.01538088,0.9981706,2.752731,2.752731,1,1,4.976019,0.02287674
2,Red,FALSE,-0.1049173,-0.1163828,0.9876475,0.0580756,0.01715107,0.9981649,2.75383,2.75383,1,1,4.9979,0.02188063
2,Red,FALSE,-0.104392,-0.1159039,0.9877594,0.05912787,0.01933291,0.9980632,2.754639,2.754639,1,1,5.019924,0.02202415
2,Red,FALSE,-0.1041017,-0.1157379,0.9878095,0.05911278,0.01841743,0.9980814,2.760544,2.760544,1,1,5.040858,0.02093458
2,Red,FALSE,-0.103449,-0.1159552,0.9878526,0.05912861,0.01867701,0.9980757,2.765533,2.765533,1,1,5.058683,0.01782513
2,Red,FALSE,-0.1033209,-0.1159401,0.9878677,0.06036471,0.01948578,0.9979861,2.769791,2.769791,1,1,5.074143,0.01545954
2,Red,FALSE,-0.1030619,-0.1156695,0.9879265,0.05900579,0.02325442,0.9979867,2.771347,2.771347,1,1,5.090688,0.01654482
2,Red,FALSE,-0.1032485,-0.115175,0.9879648,0.06002832,0.01792915,0.9980357,2.786957,2.786957,1,1,5.108496,0.01780844
2,Red,FALSE,-0.1036216,-0.1150682,0.9879382,0.05943379,0.0200961,0.9980299,2.7957,2.7957,1,1,5.131454,0.02295828
2,Red,FALSE,-0.1042149,-0.1154647,0.9878295,0.05775496,0.02145402,0.9981003,2.813171,2.813171,1,1,5.15354,0.02208519
2,Red,FALSE,-0.104454,-0.1156621,0.9877812,0.06025746,0.02091997,0.9979637,2.818558,2.818558,1,1,5.175338,0.02179813
2,Red,FALSE,-0.1049632,-0.1152884,0.9877709,0.06294271,0.01977545,0.9978212,2.826263,2.826263,1,1,5.197329,0.02199125
