Color,Camera X,Camera Y,Camera Z,Combine Gaze X,Combine Gaze Y,Combine Gaze Z,Left Pupil Diameter,Right Pupil Diameter,Left Eye Openness,Right Eye Openness,Total Time,Delta Time
Green,-0.09626167,-0.04916521,0.9941411,0.05961679,0.02113367,0.9979976,2.870956,2.870956,1,1,1.21586,0.0207963
Green,-0.09554461,-0.04727133,0.994302,0.0585182,0.01818871,0.9981207,2.861404,2.861404,1,1,1.237689,0.02182865
Green,-0.09553649,-0.04730186,0.9943014,0.05316195,0.02059949,0.9983734,2.818115,2.818115,1,1,1.260247,0.02255797
Green,-0.09559122,-0.04744025,0.9942896,0.05192582,0.01499944,0.9985383,2.788544,2.788544,1,1,1.282902,0.02265584
Green,-0.09526803,-0.0468764,0.9943473,0.06047108,0.006820735,0.9981467,2.763687,2.763687,1,1,1.304531,0.0216291
Green,-0.09444638,-0.04477026,0.9945227,0.05984534,0.008056691,0.9981751,2.727936,2.727936,1,1,1.32759,0.02305806
Green,-0.09295683,-0.04318205,0.9947333,0.05921993,0.01011667,0.9981937,2.71225,2.71225,1,1,1.349237,0.02164757
Green,-0.09106445,-0.04186962,0.9949644,0.05751118,0.004318298,0.9983355,2.710434,2.710434,1,1,1.371235,0.02199781
Green,-0.08857553,-0.04097453,0.9952263,0.06657435,0.006423975,0.9977608,2.679779,2.679779,1,1,1.392342,0.02110708
Green,-0.08679855,-0.03923538,0.995453,0.0462652,-0.005661077,0.9989132,2.646057,2.646057,1,1,1.416212,0.02387035
Green,-0.08531393,-0.03876713,0.9955996,0.04037526,0.01203933,0.9991121,2.644684,2.644684,1,1,1.43891,0.02269781
Green,-0.08446775,-0.0395946,0.9956392,0.04101607,0.01251234,0.9990801,2.628922,2.628922,1,1,1.461157,0.02224731
Green,-0.08371218,-0.04131889,0.9956329,0.03755198,0.01048282,0.9992397,2.601837,2.601837,1,1,1.485349,0.02419114
Green,-0.0841083,-0.04308433,0.9955248,0.03028873,0.01217653,0.999467,2.57222,2.57222,1,1,1.509532,0.02418315
Green,-0.08422223,-0.04343917,0.9954997,0.02269005,0.01165783,0.9996746,2.558945,2.558945,1,1,1.530164,0.02063274
